country,cause_of_death,lyl
Djibouti,Other environmental risks,0.104466143
Djibouti,Other infectious diseases,0.588502454
Djibouti,Other non-communicable diseases,0.476484789
Djibouti,Respiratory infections and tuberculosis,2.354606475
Djibouti,Self-harm and interpersonal violence,0.362412168
Djibouti,Skin and subcutaneous diseases,0.022397449
Djibouti,Substance use disorders,0.027316977
Djibouti,Tobacco,1.313617268
Djibouti,Transport injuries,0.539810597
Djibouti,Unintentional injuries,0.45665947
Djibouti,Unsafe sex,1.929674195
Djibouti,"Unsafe water, sanitation, and handwashing",0.936771344
Dominican Republic,Alcohol use,0.781864977
Dominican Republic,Ambient ozone pollution,0.006510763
Dominican Republic,PM2.5 relative to WHO guideline,0.3
Dominican Republic,Cardiovascular diseases,8.520978466
Dominican Republic,Child and maternal malnutrition,1.177136988
Dominican Republic,Childhood sexual abuse and bullying,0.002043053
Dominican Republic,Chronic respiratory diseases,0.388913894
Dominican Republic,Diabetes and kidney diseases,1.115767122
Dominican Republic,Dietary risks,2.055432487
Dominican Republic,Digestive diseases,0.828454013
Dominican Republic,Drug use,0.050624267
Dominican Republic,Enteric infections,0.143806262
Dominican Republic,HIV/AIDS and sexually transmitted infections,0.37873777
Dominican Republic,High LDL cholesterol,1.609941292
Dominican Republic,High body-mass index,2.010788649
Dominican Republic,High fasting plasma glucose,2.061653619
Dominican Republic,High systolic blood pressure,3.731708414
Dominican Republic,Household air pollution from solid fuels,0.199037182
Dominican Republic,Intimate partner violence,0.045988258
Dominican Republic,Kidney dysfunction,1.010015655
Dominican Republic,Low bone mineral density,0.074430529
Dominican Republic,Low physical activity,0.458700588
Dominican Republic,Maternal and neonatal disorders,1.123974561
Dominican Republic,Mental disorders,0
Dominican Republic,Musculoskeletal disorders,0.041101761
Dominican Republic,Neglected tropical diseases and malaria,0.012
Dominican Republic,Neoplasms,2.403667319
Dominican Republic,Neurological disorders,0.478234832
Dominican Republic,Non-optimal temperature,0.110870841
Dominican Republic,Nutritional deficiencies,0.108553816
Dominican Republic,Occupational risks,0.187356165
Dominican Republic,Other environmental risks,0.355651664
Dominican Republic,Other infectious diseases,0.176726028
Dominican Republic,Other non-communicable diseases,0.435236791
Dominican Republic,Respiratory infections and tuberculosis,0.610538161
Dominican Republic,Self-harm and interpersonal violence,0.628819966
Dominican Republic,Skin and subcutaneous diseases,0.010446184
Dominican Republic,Substance use disorders,0.042731899
Dominican Republic,Tobacco,1.918661452
Dominican Republic,Transport injuries,0.62693347
Dominican Republic,Unintentional injuries,0.474068496
Dominican Republic,Unsafe sex,0.407567513
Dominican Republic,"Unsafe water, sanitation, and handwashing",0.196273972
Ecuador,Alcohol use,0.658757577
Ecuador,Ambient ozone pollution,0.009511241
Ecuador,PM2.5 relative to WHO guideline,1.1
Ecuador,Cardiovascular diseases,4.702216031
Ecuador,Child and maternal malnutrition,0.628562072
Ecuador,Childhood sexual abuse and bullying,0.006601173
Ecuador,Chronic respiratory diseases,0.630915934
Ecuador,Diabetes and kidney diseases,2.133379276
Ecuador,Dietary risks,1.814815249
Ecuador,Digestive diseases,1.179731183
Ecuador,Drug use,0.044050831
Ecuador,Enteric infections,0.090572825
Ecuador,HIV/AIDS and sexually transmitted infections,0.250180841
Ecuador,High LDL cholesterol,0.878641251
Ecuador,High body-mass index,2.375114369
Ecuador,High fasting plasma glucose,2.47690127
Ecuador,High systolic blood pressure,2.437576735
Ecuador,Household air pollution from solid fuels,0.079685239
Ecuador,Intimate partner violence,0.031280547
Ecuador,Kidney dysfunction,1.601481916
Ecuador,Low bone mineral density,0.130517107
Ecuador,Low physical activity,0.172281525
Ecuador,Maternal and neonatal disorders,0.537089932
Ecuador,Mental disorders,0
Ecuador,Musculoskeletal disorders,0.056123167
Ecuador,Neglected tropical diseases and malaria,0.011044966
Ecuador,Neoplasms,3.243811339
Ecuador,Neurological disorders,0.691954057
Ecuador,Non-optimal temperature,0.283033236
Ecuador,Nutritional deficiencies,0.128084066
Ecuador,Occupational risks,0.230703813
Ecuador,Other environmental risks,0.134140763
Ecuador,Other infectious diseases,0.103
Ecuador,Other non-communicable diseases,0.468151515
Ecuador,Respiratory infections and tuberculosis,1.122707722
Ecuador,Self-harm and interpersonal violence,0.627048877
Ecuador,Skin and subcutaneous diseases,0.018398827
Ecuador,Substance use disorders,0.068146628
Ecuador,Tobacco,0.900841643
Ecuador,Transport injuries,0.876746824
Ecuador,Unintentional injuries,0.606733138
Ecuador,Unsafe sex,0.374330401
Ecuador,"Unsafe water, sanitation, and handwashing",0.125640274
Egypt,Alcohol use,0.141139308
Egypt,Ambient ozone pollution,0.038487092
Egypt,PM2.5 relative to WHO guideline,1.3
Egypt,Cardiovascular diseases,19.7782583
Egypt,Child and maternal malnutrition,0.565767657
Egypt,Childhood sexual abuse and bullying,5.13E-04
Egypt,Chronic respiratory diseases,0.575889918
Egypt,Diabetes and kidney diseases,1.197289825
Egypt,Dietary risks,2.653783736
Egypt,Digestive diseases,2.04363225
Egypt,Drug use,0.036516317
Egypt,Enteric infections,0.29025134
Egypt,HIV/AIDS and sexually transmitted infections,0.005512908
Egypt,High LDL cholesterol,2.609047254
Egypt,High body-mass index,3.93189675
Egypt,High fasting plasma glucose,3.230060414
Egypt,High systolic blood pressure,6.324133006
Egypt,Household air pollution from solid fuels,0.001974184
Egypt,Intimate partner violence,0.001948368
Egypt,Kidney dysfunction,1.921932303
Egypt,Low bone mineral density,0.083745251
Egypt,Low physical activity,0.66581442
Egypt,Maternal and neonatal disorders,0.200641987
Egypt,Mental disorders,0
Egypt,Musculoskeletal disorders,0.006896737
Egypt,Neglected tropical diseases and malaria,0.008
Egypt,Neoplasms,1.466087676
Egypt,Neurological disorders,0.293989772
Egypt,Non-optimal temperature,0.627466636
Egypt,Nutritional deficiencies,0.022358013
Egypt,Occupational risks,0.090781295
Egypt,Other environmental risks,0.485022406
Egypt,Other infectious diseases,0.107413054
Egypt,Other non-communicable diseases,0.277819289
Egypt,Respiratory infections and tuberculosis,0.629889918
Egypt,Self-harm and interpersonal violence,0.112261568
Egypt,Skin and subcutaneous diseases,0.005974184
Egypt,Substance use disorders,0.005590356
Egypt,Tobacco,2.188063306
Egypt,Transport injuries,0.785615681
Egypt,Unintentional injuries,0.202567949
Egypt,Unsafe sex,0.016586946
Egypt,"Unsafe water, sanitation, and handwashing",0.187509499
El Salvador,Alcohol use,1.00782421
El Salvador,Ambient ozone pollution,0.01990625
El Salvador,PM2.5 relative to WHO guideline,2
El Salvador,Cardiovascular diseases,4.009144538
El Salvador,Child and maternal malnutrition,0.441792969
El Salvador,Childhood sexual abuse and bullying,0.040378906
El Salvador,Chronic respiratory diseases,0.474097657
El Salvador,Diabetes and kidney diseases,2.417382811
El Salvador,Dietary risks,1.611136719
El Salvador,Digestive diseases,0.905835936
El Salvador,Drug use,0.045679687
El Salvador,Enteric infections,0.1238125
El Salvador,HIV/AIDS and sexually transmitted infections,0.324460936
El Salvador,High LDL cholesterol,1.058960938
El Salvador,High body-mass index,1.987843752
El Salvador,High fasting plasma glucose,2.698937502
El Salvador,High systolic blood pressure,2.803652344
El Salvador,Household air pollution from solid fuels,0.211828126
El Salvador,Intimate partner violence,0.021484375
El Salvador,Kidney dysfunction,2.055394527
El Salvador,Low bone mineral density,0.117863281
El Salvador,Low physical activity,0.084921875
El Salvador,Maternal and neonatal disorders,0.339929688
El Salvador,Mental disorders,0
El Salvador,Musculoskeletal disorders,0.033019531
El Salvador,Neglected tropical diseases and malaria,0.014046875
El Salvador,Neoplasms,2.21991016
El Salvador,Neurological disorders,0.658128908
El Salvador,Non-optimal temperature,0.156566406
El Salvador,Nutritional deficiencies,0.098953125
El Salvador,Occupational risks,0.127199218
El Salvador,Other environmental risks,0.342035156
El Salvador,Other infectious diseases,0.072628906
El Salvador,Other non-communicable diseases,0.376601563
El Salvador,Respiratory infections and tuberculosis,0.835671875
El Salvador,Self-harm and interpersonal violence,1.662917956
El Salvador,Skin and subcutaneous diseases,0.0348125
El Salvador,Substance use disorders,0.389273434
El Salvador,Tobacco,0.721109373
El Salvador,Transport injuries,0.61627734
El Salvador,Unintentional injuries,0.357328124
El Salvador,Unsafe sex,0.455562501
El Salvador,"Unsafe water, sanitation, and handwashing",0.175277344
Equatorial Guinea,Alcohol use,0.70897637
Equatorial Guinea,Ambient ozone pollution,0.016015748
Equatorial Guinea,PM2.5 relative to WHO guideline,2.4
Equatorial Guinea,Cardiovascular diseases,3.164185058
Equatorial Guinea,Child and maternal malnutrition,0.914594486
Equatorial Guinea,Childhood sexual abuse and bullying,0.002523622
Equatorial Guinea,Chronic respiratory diseases,0.392397638
Equatorial Guinea,Diabetes and kidney diseases,0.938192911
Equatorial Guinea,Dietary risks,0.867767718
Equatorial Guinea,Digestive diseases,0.555696847
Equatorial Guinea,Drug use,0.11215748
Equatorial Guinea,Enteric infections,0.288055116
Equatorial Guinea,HIV/AIDS and sexually transmitted infections,4.668618133
Equatorial Guinea,High LDL cholesterol,0.371767718
Equatorial Guinea,High body-mass index,1.359141735
Equatorial Guinea,High fasting plasma glucose,1.390807083
Equatorial Guinea,High systolic blood pressure,2.123708674
Equatorial Guinea,Household air pollution from solid fuels,0.18714567
Equatorial Guinea,Intimate partner violence,0.530511825
Equatorial Guinea,Kidney dysfunction,0.474318898
Equatorial Guinea,Low bone mineral density,0.06307874
Equatorial Guinea,Low physical activity,0.124972442
Equatorial Guinea,Maternal and neonatal disorders,0.83876378
Equatorial Guinea,Mental disorders,0
Equatorial Guinea,Musculoskeletal disorders,0.019429134
Equatorial Guinea,Neglected tropical diseases and malaria,1.493629917
Equatorial Guinea,Neoplasms,1.580716536
Equatorial Guinea,Neurological disorders,0.249877954
Equatorial Guinea,Non-optimal temperature,0.021350394
Equatorial Guinea,Nutritional deficiencies,0.062366142
Equatorial Guinea,Occupational risks,0.15070866
Equatorial Guinea,Other environmental risks,0.14
Equatorial Guinea,Other infectious diseases,0.266822834
Equatorial Guinea,Other non-communicable diseases,0.295216534
Equatorial Guinea,Respiratory infections and tuberculosis,1.310125981
Equatorial Guinea,Self-harm and interpersonal violence,0.238173225
Equatorial Guinea,Skin and subcutaneous diseases,0.020413386
Equatorial Guinea,Substance use disorders,0.026267716
Equatorial Guinea,Tobacco,0.645200776
Equatorial Guinea,Transport injuries,0.497850389
Equatorial Guinea,Unintentional injuries,0.252216534
Equatorial Guinea,Unsafe sex,4.066366169
Equatorial Guinea,"Unsafe water, sanitation, and handwashing",0.385437006
Eritrea,Alcohol use,0.510389756
Eritrea,Ambient ozone pollution,0.018031496
Eritrea,PM2.5 relative to WHO guideline,0.8
Eritrea,Cardiovascular diseases,3.359649619
Eritrea,Child and maternal malnutrition,2.294003934
Eritrea,Childhood sexual abuse and bullying,0.00353937
Eritrea,Chronic respiratory diseases,0.454984252
Eritrea,Diabetes and kidney diseases,0.705732284
Eritrea,Dietary risks,1.166070868
Eritrea,Digestive diseases,0.986362201
Eritrea,Drug use,0.029665354
Eritrea,Enteric infections,1.602795269
Eritrea,HIV/AIDS and sexually transmitted infections,0.568421265
Eritrea,High LDL cholesterol,0.376377952
Eritrea,High body-mass index,0.706539377
Eritrea,High fasting plasma glucose,1.040137794
Eritrea,High systolic blood pressure,1.792110243
Eritrea,Household air pollution from solid fuels,1.577003938
Eritrea,Intimate partner violence,0.071850396
Eritrea,Kidney dysfunction,0.403649606
Eritrea,Low bone mineral density,0.06753937
Eritrea,Low physical activity,0.02592126
Eritrea,Maternal and neonatal disorders,1.371307091
Eritrea,Mental disorders,0
Eritrea,Musculoskeletal disorders,0.011984252
Eritrea,Neglected tropical diseases and malaria,0.180665354
Eritrea,Neoplasms,1.555251978
Eritrea,Neurological disorders,0.189877954
Eritrea,Non-optimal temperature,0.325204724
Eritrea,Nutritional deficiencies,0.379177166
Eritrea,Occupational risks,0.199846454
Eritrea,Other environmental risks,0.108681102
Eritrea,Other infectious diseases,0.4476063
Eritrea,Other non-communicable diseases,0.399409448
Eritrea,Respiratory infections and tuberculosis,3.841669272
Eritrea,Self-harm and interpersonal violence,0.463177159
Eritrea,Skin and subcutaneous diseases,0.020889764
Eritrea,Substance use disorders,0.028251968
Eritrea,Tobacco,0.718980301
Eritrea,Transport injuries,0.421724405
Eritrea,Unintentional injuries,0.541586611
Eritrea,Unsafe sex,0.729118122
Eritrea,"Unsafe water, sanitation, and handwashing",1.901078733
Estonia,Alcohol use,1.484548758
Estonia,Ambient ozone pollution,0.005544396
Estonia,PM2.5 relative to WHO guideline,0.2
Estonia,Cardiovascular diseases,12.43560167
Estonia,Child and maternal malnutrition,0.062118389
Estonia,Childhood sexual abuse and bullying,0.024781174
Estonia,Chronic respiratory diseases,0.229213488
Estonia,Diabetes and kidney diseases,0.377016982
Estonia,Dietary risks,2.498436682
Estonia,Digestive diseases,0.610403687
Estonia,Drug use,0.428914118
Estonia,Enteric infections,0.003485201
Estonia,HIV/AIDS and sexually transmitted infections,0.076065502
Estonia,High LDL cholesterol,1.887288695
Estonia,High body-mass index,2.601036392
Estonia,High fasting plasma glucose,1.04867346
Estonia,High systolic blood pressure,5.617916551
Estonia,Household air pollution from solid fuels,0.03039641
Estonia,Intimate partner violence,0.006307618
Estonia,Kidney dysfunction,0.746413392
Estonia,Low bone mineral density,0.045236778
Estonia,Low physical activity,0.213886948
Estonia,Maternal and neonatal disorders,0.062573993
Estonia,Mental disorders,0
Estonia,Musculoskeletal disorders,0.027130034
Estonia,Neglected tropical diseases and malaria,0
Estonia,Neoplasms,3.878198446
Estonia,Neurological disorders,0.692429404
Estonia,Non-optimal temperature,0.401336245
Estonia,Nutritional deficiencies,0.002485201
Estonia,Occupational risks,0.12827899
Estonia,Other environmental risks,0.082739932
Estonia,Other infectious diseases,0.026
Estonia,Other non-communicable diseases,0.179526444
Estonia,Respiratory infections and tuberculosis,0.256923823
Estonia,Self-harm and interpersonal violence,0.44100291
Estonia,Skin and subcutaneous diseases,0.015970403
Estonia,Substance use disorders,0.621169819
Estonia,Tobacco,2.256597278
Estonia,Transport injuries,0.175071809
Estonia,Unintentional injuries,0.477896166
Estonia,Unsafe sex,0.118620573
Estonia,"Unsafe water, sanitation, and handwashing",0.005514799
Ethiopia,Alcohol use,0.663384419
Ethiopia,Ambient ozone pollution,0.023593674
Ethiopia,PM2.5 relative to WHO guideline,1.2
Ethiopia,Cardiovascular diseases,3.453997579
Ethiopia,Child and maternal malnutrition,2.311630166
Ethiopia,Childhood sexual abuse and bullying,0.003593674
Ethiopia,Chronic respiratory diseases,0.467990267
Ethiopia,Diabetes and kidney diseases,0.80341849
Ethiopia,Dietary risks,1.240131389
Ethiopia,Digestive diseases,1.222579069
Ethiopia,Drug use,0.039454987
Ethiopia,Enteric infections,1.387355229
Ethiopia,HIV/AIDS and sexually transmitted infections,0.885304142
Ethiopia,High LDL cholesterol,0.303822386
Ethiopia,High body-mass index,0.553099758
Ethiopia,High fasting plasma glucose,0.941423357
Ethiopia,High systolic blood pressure,1.669367403
Ethiopia,Household air pollution from solid fuels,2.076562043
Ethiopia,Intimate partner violence,0.096836985
Ethiopia,Kidney dysfunction,0.477892944
Ethiopia,Low bone mineral density,0.082892944
Ethiopia,Low physical activity,0.028486618
Ethiopia,Maternal and neonatal disorders,1.722530413
Ethiopia,Mental disorders,0
Ethiopia,Musculoskeletal disorders,0.012973236
Ethiopia,Neglected tropical diseases and malaria,0.354856447
Ethiopia,Neoplasms,1.396549884
Ethiopia,Neurological disorders,0.329474454
Ethiopia,Non-optimal temperature,0.26243309
Ethiopia,Nutritional deficiencies,0.230630171
Ethiopia,Occupational risks,0.256046225
Ethiopia,Other environmental risks,0.185883211
Ethiopia,Other infectious diseases,0.615785888
Ethiopia,Other non-communicable diseases,0.43041849
Ethiopia,Respiratory infections and tuberculosis,2.420333327
Ethiopia,Self-harm and interpersonal violence,0.38438929
Ethiopia,Skin and subcutaneous diseases,0.023785888
Ethiopia,Substance use disorders,0.027968369
Ethiopia,Tobacco,0.325968364
Ethiopia,Transport injuries,0.27853771
Ethiopia,Unintentional injuries,0.596051092
Ethiopia,Unsafe sex,0.846995144
Ethiopia,"Unsafe water, sanitation, and handwashing",1.609515813
Fiji,Alcohol use,0.198872589
Fiji,Ambient ozone pollution,0.001517375
Fiji,PM2.5 relative to WHO guideline,0
Fiji,Cardiovascular diseases,5.974011588
Fiji,Child and maternal malnutrition,0.721455599
Fiji,Childhood sexual abuse and bullying,5.17E-04
Fiji,Chronic respiratory diseases,0.705540542
Fiji,Diabetes and kidney diseases,4.01640926
Fiji,Dietary risks,3.046119695
Fiji,Digestive diseases,0.325154441
Fiji,Drug use,0.056451738
Fiji,Enteric infections,0.255552124
Fiji,HIV/AIDS and sexually transmitted infections,0.071826255
Fiji,High LDL cholesterol,1.551756763
Fiji,High body-mass index,4.672220073
Fiji,High fasting plasma glucose,5.933339762
Fiji,High systolic blood pressure,3.56379923
Fiji,Household air pollution from solid fuels,0.534745173
Fiji,Intimate partner violence,0.011583011
Fiji,Kidney dysfunction,1.062301159
Fiji,Low bone mineral density,0.027
Fiji,Low physical activity,0.449397681
Fiji,Maternal and neonatal disorders,0.620822394
Fiji,Mental disorders,0
Fiji,Musculoskeletal disorders,0.008791506
Fiji,Neglected tropical diseases and malaria,0.012413127
Fiji,Neoplasms,1.541918914
Fiji,Neurological disorders,0.243814671
Fiji,Non-optimal temperature,0.060104247
Fiji,Nutritional deficiencies,0.044413127
Fiji,Occupational risks,0.131779924
Fiji,Other environmental risks,0.024277992
Fiji,Other infectious diseases,0.201177606
Fiji,Other non-communicable diseases,0.399003861
Fiji,Respiratory infections and tuberculosis,0.566864865
Fiji,Self-harm and interpersonal violence,0.299096526
Fiji,Skin and subcutaneous diseases,0.036034749
Fiji,Substance use disorders,0.010173745
Fiji,Tobacco,2.180231669
Fiji,Transport injuries,0.238644789
Fiji,Unintentional injuries,0.462926642
Fiji,Unsafe sex,0.199328183
Fiji,"Unsafe water, sanitation, and handwashing",0.189069498
Finland,Alcohol use,0.854243783
Finland,Ambient ozone pollution,0.005537299
Finland,PM2.5 relative to WHO guideline,0
Finland,Cardiovascular diseases,8.041594832
Finland,Child and maternal malnutrition,0.051512433
Finland,Childhood sexual abuse and bullying,0.014198927
Finland,Chronic respiratory diseases,0.387999025
Finland,Diabetes and kidney diseases,0.23728864
Finland,Dietary risks,2.207192589
Finland,Digestive diseases,0.636232569
Finland,Drug use,0.253570941
Finland,Enteric infections,0.009462701
Finland,HIV/AIDS and sexually transmitted infections,0.003512433
Finland,High LDL cholesterol,1.453650902
Finland,High body-mass index,1.170159922
Finland,High fasting plasma glucose,1.884960995
Finland,High systolic blood pressure,3.1982745
Finland,Household air pollution from solid fuels,0
Finland,Intimate partner violence,0.00828864
Finland,Kidney dysfunction,0.51311019
Finland,Low bone mineral density,0.135950268
Finland,Low physical activity,0.284746953
Finland,Maternal and neonatal disorders,0.063487567
Finland,Mental disorders,0
Finland,Musculoskeletal disorders,0.036114578
Finland,Neglected tropical diseases and malaria,5.12E-04
Finland,Neoplasms,3.51098391
Finland,Neurological disorders,0.91307216
Finland,Non-optimal temperature,0.395343735
Finland,Nutritional deficiencies,0.003
Finland,Occupational risks,0.242416382
Finland,Other environmental risks,0.055810824
Finland,Other infectious diseases,0.023562165
Finland,Other non-communicable diseases,0.195263774
Finland,Respiratory infections and tuberculosis,0.153950268
Finland,Self-harm and interpersonal violence,0.451808874
Finland,Skin and subcutaneous diseases,0.011975134
Finland,Substance use disorders,0.347112628
Finland,Tobacco,1.552641638
Finland,Transport injuries,0.154939542
Finland,Unintentional injuries,0.432098488
Finland,Unsafe sex,0.029816187
Finland,"Unsafe water, sanitation, and handwashing",0.002
France,Alcohol use,1.061768453
France,Ambient ozone pollution,0.020557401
France,PM2.5 relative to WHO guideline,0.4
France,Cardiovascular diseases,4.152024903
France,Child and maternal malnutrition,0.176052271
France,Childhood sexual abuse and bullying,0.005580362
France,Chronic respiratory diseases,0.422148023
France,Diabetes and kidney diseases,0.483235955
France,Dietary risks,1.394561311
France,Digestive diseases,0.635383977
France,Drug use,0.142728384
France,Enteric infections,0.030327797
France,HIV/AIDS and sexually transmitted infections,0.019137763
France,High LDL cholesterol,0.754757695
France,High body-mass index,0.971215435
France,High fasting plasma glucose,0.785173424
France,High systolic blood pressure,1.888818757
France,Household air pollution from solid fuels,0.001
France,Intimate partner violence,0.004396678
France,Kidney dysfunction,0.450891548
France,Low bone mineral density,0.179684904
France,Low physical activity,0.26899609
France,Maternal and neonatal disorders,0.134160723
France,Mental disorders,9.77E-04
France,Musculoskeletal disorders,0.061052271
France,Neglected tropical diseases and malaria,0
France,Neoplasms,5.151378623
France,Neurological disorders,1.210527592
France,Non-optimal temperature,0.386524181
France,Nutritional deficiencies,0.081357107
France,Occupational risks,0.448645831
France,Other environmental risks,0.12801661
France,Other infectious diseases,0.03748852
France,Other non-communicable diseases,0.319121153
France,Respiratory infections and tuberculosis,0.44850122
France,Self-harm and interpersonal violence,0.426638012
France,Skin and subcutaneous diseases,0.044678554
France,Substance use disorders,0.171744995
France,Tobacco,1.927587708
France,Transport injuries,0.216433808
France,Unintentional injuries,0.661085492
France,Unsafe sex,0.064524181
France,"Unsafe water, sanitation, and handwashing",0.00697704
Gabon,Alcohol use,1.098137068
Gabon,Ambient ozone pollution,0.008
Gabon,PM2.5 relative to WHO guideline,1.8
Gabon,Cardiovascular diseases,4.036608105
Gabon,Child and maternal malnutrition,1.071731323
Gabon,Childhood sexual abuse and bullying,0.003020782
Gabon,Chronic respiratory diseases,0.362761009
Gabon,Diabetes and kidney diseases,1.223388423
Gabon,Dietary risks,1.157338941
Gabon,Digestive diseases,0.734036618
Gabon,Drug use,0.057536368
Gabon,Enteric infections,0.367059873
Gabon,HIV/AIDS and sexually transmitted infections,1.657050955
Gabon,High LDL cholesterol,0.518625927
Gabon,High body-mass index,1.712202373
Gabon,High fasting plasma glucose,1.827286
Gabon,High systolic blood pressure,2.548438391
Gabon,Household air pollution from solid fuels,0.085411677
Gabon,Intimate partner violence,0.271647695
Gabon,Kidney dysfunction,0.64087135
Gabon,Low bone mineral density,0.082083127
Gabon,Low physical activity,0.13198565
Gabon,Maternal and neonatal disorders,0.914864918
Gabon,Mental disorders,0
Gabon,Musculoskeletal disorders,0.023948045
Gabon,Neglected tropical diseases and malaria,1.074232559
Gabon,Neoplasms,1.879027214
Gabon,Neurological disorders,0.301746659
Gabon,Non-optimal temperature,0.029948045
Gabon,Nutritional deficiencies,0.084453241
Gabon,Occupational risks,0.128035132
Gabon,Other environmental risks,0.081577932
Gabon,Other infectious diseases,0.268879268
Gabon,Other non-communicable diseases,0.382477982
Gabon,Respiratory infections and tuberculosis,1.500944586
Gabon,Self-harm and interpersonal violence,0.316067791
Gabon,Skin and subcutaneous diseases,0.025906482
Gabon,Substance use disorders,0.034744186
Gabon,Tobacco,0.730285014
Gabon,Transport injuries,0.710470564
Gabon,Unintentional injuries,0.343336468
Gabon,Unsafe sex,1.596142986
Gabon,"Unsafe water, sanitation, and handwashing",0.454070264
Gambia,Alcohol use,0.649220462
Gambia,Ambient ozone pollution,0.018031496
Gambia,PM2.5 relative to WHO guideline,0.2
Gambia,Cardiovascular diseases,4.004551197
Gambia,Child and maternal malnutrition,1.552027558
Gambia,Childhood sexual abuse and bullying,0.003031496
Gambia,Chronic respiratory diseases,0.495791338
Gambia,Diabetes and kidney diseases,0.774102364
Gambia,Dietary risks,1.336566932
Gambia,Digestive diseases,0.772106295
Gambia,Drug use,0.058141732
Gambia,Enteric infections,0.754960628
Gambia,HIV/AIDS and sexually transmitted infections,1.484500002
Gambia,High LDL cholesterol,0.626551184
Gambia,High body-mass index,1.179437013
Gambia,High fasting plasma glucose,1.219527563
Gambia,High systolic blood pressure,2.502582686
Gambia,Household air pollution from solid fuels,1.797492129
Gambia,Intimate partner violence,0.082677168
Gambia,Kidney dysfunction,0.576559056
Gambia,Low bone mineral density,0.071
Gambia,Low physical activity,0.080716536
Gambia,Maternal and neonatal disorders,1.430618117
Gambia,Mental disorders,0
Gambia,Musculoskeletal disorders,0.011397638
Gambia,Neglected tropical diseases and malaria,0.860748032
Gambia,Neoplasms,1.407929132
Gambia,Neurological disorders,0.273956694
Gambia,Non-optimal temperature,0.181507874
Gambia,Nutritional deficiencies,0.118287402
Gambia,Occupational risks,0.131960628
Gambia,Other environmental risks,0.138633858
Gambia,Other infectious diseases,0.423807086
Gambia,Other non-communicable diseases,0.546421258
Gambia,Respiratory infections and tuberculosis,2.403385818
Gambia,Self-harm and interpersonal violence,0.17210236
Gambia,Skin and subcutaneous diseases,0.024968504
Gambia,Substance use disorders,0.021220472
Gambia,Tobacco,1.019496047
Gambia,Transport injuries,0.318696847
Gambia,Unintentional injuries,0.425448816
Gambia,Unsafe sex,1.423137801
Gambia,"Unsafe water, sanitation, and handwashing",0.866452754
Georgia,Alcohol use,0.819678107
Georgia,Ambient ozone pollution,0.019100048
Georgia,PM2.5 relative to WHO guideline,0.9
Georgia,Cardiovascular diseases,11.92477284
Georgia,Child and maternal malnutrition,0.33220058
Georgia,Childhood sexual abuse and bullying,5.17E-04
Georgia,Chronic respiratory diseases,0.2610174
Georgia,Diabetes and kidney diseases,0.537749637
Georgia,Dietary risks,2.892171581
Georgia,Digestive diseases,0.692555342
Georgia,Drug use,0.119484775
Georgia,Enteric infections,0.013
Georgia,HIV/AIDS and sexually transmitted infections,0.014716771
Georgia,High LDL cholesterol,1.302568874
Georgia,High body-mass index,2.230615756
Georgia,High fasting plasma glucose,2.33858434
Georgia,High systolic blood pressure,5.129618657
Georgia,Household air pollution from solid fuels,0.375383277
Georgia,Intimate partner violence,0.003383277
Georgia,Kidney dysfunction,0.667817303
Georgia,Low bone mineral density,0.04781682
Georgia,Low physical activity,0.139883035
Georgia,Maternal and neonatal disorders,0.454300145
Georgia,Mental disorders,0
Georgia,Musculoskeletal disorders,0.007383277
Georgia,Neglected tropical diseases and malaria,0.007583374
Georgia,Neoplasms,2.653386177
Georgia,Neurological disorders,0.323864669
Georgia,Non-optimal temperature,0.556749154
Georgia,Nutritional deficiencies,0.003483325
Georgia,Occupational risks,0.156801837
Georgia,Other environmental risks,0.146434026
Georgia,Other infectious diseases,0.041233446
Georgia,Other non-communicable diseases,0.204833253
Georgia,Respiratory infections and tuberculosis,0.322467859
Georgia,Self-harm and interpersonal violence,0.233585791
Georgia,Skin and subcutaneous diseases,0.003483325
Georgia,Substance use disorders,0.032767037
Georgia,Tobacco,2.465359115
Georgia,Transport injuries,0.444670856
Georgia,Unintentional injuries,0.448370228
Georgia,Unsafe sex,0.095898501
Georgia,"Unsafe water, sanitation, and handwashing",0.016516675
Germany,Alcohol use,1.236270065
Germany,Ambient ozone pollution,0.029973236
Germany,PM2.5 relative to WHO guideline,0.4
Germany,Cardiovascular diseases,8.257421003
Germany,Child and maternal malnutrition,0.110540146
Germany,Childhood sexual abuse and bullying,0.010513382
Germany,Chronic respiratory diseases,0.594705596
Germany,Diabetes and kidney diseases,0.77335767
Germany,Dietary risks,2.062304142
Germany,Digestive diseases,0.736036497
Germany,Drug use,0.126338198
Germany,Enteric infections,0.054491485
Germany,HIV/AIDS and sexually transmitted infections,0.01213382
Germany,High LDL cholesterol,1.351133825
Germany,High body-mass index,1.582294414
Germany,High fasting plasma glucose,2.25119466
Germany,High systolic blood pressure,3.904017066
Germany,Household air pollution from solid fuels,0
Germany,Intimate partner violence,0.003892944
Germany,Kidney dysfunction,0.898452562
Germany,Low bone mineral density,0.116523115
Germany,Low physical activity,0.26032847
Germany,Maternal and neonatal disorders,0.118593674
Germany,Mental disorders,9.73E-04
Germany,Musculoskeletal disorders,0.028625304
Germany,Neglected tropical diseases and malaria,0
Germany,Neoplasms,4.689968374
Germany,Neurological disorders,1.0024331
